KeggID,C1,C2,C3,Cd1,Cd2,Cd3
K03531,674,778,739,689,740,639
K00648,1291,1588,1625,1793,1878,1921
K00422,0,0,0,0,1,1
K05658,121,214,104,99,144,111
K08235,793,1060,883,902,1024,925
K08235,1685,1986,1562,1796,1563,2015
K07542,89,105,83,38,20,37
K16731,50,88,66,52,109,124
K16731,58,75,74,59,114,112
K17080,1221,1579,1497,1042,1087,1183
K19750,0,0,0,0,0,0
K20547,0,0,0,0,0,0
K01711,395,483,303,729,660,910
K01536,0,1,1,523,432,600
K24750,589,719,683,637,596,710
K18404,368,379,403,362,332,358
K10640,437,561,416,579,504,637
K13065,0,1,0,1,0,0
K09660,210,270,267,197,197,179
K09660,246,293,309,240,204,211
K01513,696,916,792,711,706,806
K12741,151,164,152,117,99,99
K12741,143,224,275,131,154,145
K13681,436,570,434,817,770,888
K09422,219,288,287,333,352,375
K01176,63,80,84,133,136,156
K01176,75,83,70,140,126,155
K01176,61,87,66,132,134,150
K01176,54,83,79,129,135,152
K01053,55,45,50,31,25,46
K01053,90,97,69,40,51,57
K15322,119,96,108,44,44,57
K09287,982,1410,1124,498,694,719
K14977,230,369,368,322,291,297
K11991,39,31,53,38,27,38
K14157,4372,5258,4524,2378,2879,3174
K00799,491,728,610,22567,22373,27701
K00799,487,706,597,22377,22284,27395
K01051,8,9,5,10,6,6
K08744,221,312,249,540,569,677
K04498,528,634,567,457,546,488
K04498,511,616,559,496,522,580
K14709,930,1254,970,936,1103,1226
K14709,919,1290,957,932,1064,1269
K03327,28,37,46,7,18,14
K11339,111,176,200,120,146,149
K09422,0,0,0,0,0,0
K09422,0,0,0,0,0,0
K13100,1107,1333,1174,1909,2038,2049
K08679,437,563,391,335,420,486
K08679,1116,1643,1258,813,781,892
K13993,0,8,3,2,3,8
K01824,56,52,40,32,52,42
K08235,263,279,244,289,249,312
K12863,578,822,798,919,870,970
K00660,832,1111,883,770,730,841
K00660,158,198,121,172,153,198
K00660,30,44,26,40,39,54
K01834,2262,2713,2391,1425,2434,2050
K17545,94,110,131,235,163,217
K14432,143,184,162,197,266,259
K14432,164,208,177,201,220,224
K05841,1133,1350,1311,1605,1459,1760
K08235,11755,14832,13455,8521,9246,9057
K10298,482,561,569,925,858,1051
K00963,2023,2368,2296,3006,2686,2925
K12178,601,683,763,558,567,595
K07874,1673,1892,1733,2222,2156,2665
K18740,2853,3351,3021,2700,2601,3020
K00626,35,44,33,14,14,20
K12190,513,640,566,530,580,621
K03686,200,265,222,133,139,154
K11321,34,32,35,31,45,26
K11321,39,43,57,47,40,39
K11321,41,31,39,39,45,44
K11321,45,22,39,45,33,29
K11321,38,28,29,35,46,35
K11321,33,23,32,42,35,56
K11321,33,24,29,32,41,35
K11321,37,31,36,36,27,36
K11824,2599,3411,2996,2646,2589,2759
K02936,5605,7059,6844,6930,6317,6710
K02879,265,352,274,287,337,315
K23040,22,18,30,21,23,30
K01889,576,699,572,471,541,547
K15718,1,5,1,1,3,2
K00454,8802,11668,9770,5028,5122,4911
K01115,422,612,506,1905,1965,2436
K10276,52,40,39,20,21,36
K10276,50,52,66,26,15,23
K10276,47,50,73,16,18,26
K10276,49,42,60,24,16,16
K00573,259,318,279,344,307,354
K00573,273,302,277,359,327,356
K00573,275,317,243,377,335,374
K09458,206,240,229,190,179,159
K07374,6590,9067,8009,5804,5010,5559
K02357,1858,2145,2077,1752,2145,1797
K02357,1807,2150,2112,1771,2228,1931
K04857,0,3,3,0,0,1
K04857,0,0,2,0,0,0
K04857,1,0,3,2,0,1
K04857,0,2,1,1,1,2
K04857,1,1,1,1,1,1
K04857,0,1,0,0,2,0
K12826,605,808,676,620,605,661
K06699,692,877,877,814,728,785
K06699,686,844,822,804,654,747
K01251,9402,12343,10812,8549,7710,7920
K14432,525,613,547,423,453,475
K10838,300,302,301,254,320,291
K22047,2189,2751,2380,2252,2429,2876
K22047,2299,2741,2421,2240,2380,2950
K20790,25,52,26,11,10,9
K14309,908,1191,1153,988,926,868
K05290,168,222,212,153,149,143
K14403,141,192,178,94,112,138
K14403,131,161,171,106,115,89
K14403,146,172,178,114,75,117
K01280,1519,1675,1802,1649,1847,1727
K20185,353,534,442,384,362,420
K14564,876,1092,1207,706,740,567
K10747,174,170,165,174,184,164
K10747,167,164,174,177,169,154
K13035,193,235,213,107,137,122
K13035,170,199,217,100,114,135
K13035,193,222,235,126,131,117
K03495,688,783,742,427,470,386
K19042,1162,1588,1253,1294,1336,1606
K06642,180,171,191,115,123,103
K06642,170,189,167,112,117,118
K00908,652,810,762,746,756,819
K03980,102,151,153,68,80,68
K19589,497,630,593,584,654,694
K23570,1254,1682,1554,1085,1247,1356
K09338,1353,1977,1460,1979,1732,2111
K10390,78,100,111,39,36,47
K11273,30,22,40,29,24,16
K11273,3,18,7,11,13,14
K24127,225,268,260,314,330,306
K02983,6011,7563,6730,6068,6143,6435
K01724,487,507,621,666,591,549
K09250,1639,2090,1806,1644,1600,1773
K11662,69,100,85,84,116,125
K17065,285,381,375,455,421,589
K17065,274,357,353,453,445,559
K17065,308,423,303,442,485,529
K17065,271,411,376,463,442,583
K20547,155,220,171,446,359,462
K20547,284,539,336,1337,1296,1920
K01728,0,0,0,0,0,0
K03921,5728,7727,6581,4962,6510,5792
K00430,31,37,29,21,17,24
K04120,0,0,0,0,0,0
K04120,0,0,0,0,0,0
K15255,392,444,412,382,415,448
K22855,290,322,377,281,264,256
K24169,280,390,419,304,348,277
K08518,9,22,20,10,4,11
K08518,11,21,21,7,3,11
K12833,314,368,343,281,265,324
K02868,8401,9809,9817,8768,9527,10006
K10084,271,314,360,299,300,311
K10084,236,330,290,327,289,335
K00913,1027,1280,1241,991,1054,1101
K18185,37,28,23,17,18,25
K18185,29,21,30,10,17,30
K18185,24,34,29,13,15,21
K18185,29,25,24,18,21,24
K18185,18,19,26,19,9,21
K18185,21,21,22,15,12,24
K18185,21,26,14,13,16,13
K19673,26,32,41,21,23,29
K19673,36,40,41,30,27,25
K19673,37,32,40,27,12,20
K19673,28,28,44,27,23,23
K04078,371,435,477,508,547,521
K04078,371,442,501,527,568,526
K00799,83,93,103,1990,2365,2662
K01845,0,0,0,0,0,0
K00430,11,11,2,1,6,0
K10532,286,299,335,202,197,223
K24543,1259,1473,1344,767,822,782
K00655,697,736,728,587,694,752
K00655,675,734,758,570,641,721
K00655,669,795,806,603,674,656
K09140,1127,1319,1303,743,814,658
K07604,502,560,472,120,154,135
K14837,237,272,248,303,346,370
K14837,208,293,276,284,315,363
K17796,128,150,177,124,92,142
K17796,157,187,134,117,111,134
K11793,657,646,717,511,558,573
K24526,6,6,5,0,0,3
K24526,27,40,28,0,1,2
K07243,794,1068,656,117,136,118
K07243,84,53,113,36,31,27
K23398,138,181,191,205,265,267
K08336,167,212,175,162,152,170
K01881,1188,1353,1375,1895,1827,2003
K22139,2,1,6,0,8,3
K06627,120,145,198,180,171,172
K10881,1152,1378,1377,1112,1110,1183
K14213,436,610,630,280,265,339
K11498,817,1135,995,449,433,391
K11292,1394,1705,1567,1148,1317,1153
K10134,590,772,580,831,678,1047
K02929,12366,13018,14927,13283,12666,13749
K17427,313,399,397,443,396,491
K03120,1759,2189,1831,1704,1689,1819
K24736,1517,1865,1531,1353,1232,1450
K07213,0,0,0,0,0,0
K10842,60,77,76,48,41,43
K10842,66,50,76,46,46,48
K10842,51,68,79,43,36,67
K10842,57,76,74,49,44,43
K10842,67,68,74,55,53,49
K09843,881,1328,1028,208,290,221
K22390,509,531,472,385,371,377
K13104,2,0,1,2,1,1
K14824,444,469,512,347,420,374
K02998,11827,14793,13379,13162,12614,12972
K16287,628,624,647,487,527,528
K08876,1017,1171,1125,1124,1268,1280
K08876,1092,1453,1319,1232,1187,1369
K12503,7,18,10,18,11,12
K05928,284,371,327,383,397,462
K16833,94,186,163,159,165,228
K16833,118,186,142,165,167,207
K16833,128,147,145,158,149,194
K16833,129,175,161,152,147,193
K16833,141,185,139,138,179,218
K16833,120,206,146,174,164,200
K16833,115,183,157,177,164,183
K16833,115,191,130,161,157,183
K16833,138,198,134,140,163,200
K13463,1301,1515,1469,902,995,1037
K22213,1476,2237,1339,8026,7944,10678
K00430,0,0,0,0,0,0
K11643,1127,1317,1200,804,949,871
K20496,13,6,15,18,23,21
K02021,138,186,187,201,192,173
K21971,115,142,151,79,78,64
K01657,392,538,460,349,367,410
K01657,319,521,454,302,404,376
K00111,166,206,176,155,227,194
K00111,163,158,144,182,201,223
K00111,152,188,161,189,214,189
K22683,178,248,232,156,134,141
K15289,225,264,323,241,255,236
K15289,189,295,317,237,261,226
K00654,546,602,643,660,650,727
K00827,1874,2259,2152,1313,1026,1086
K03363,129,122,210,81,85,41
K03363,139,150,192,77,85,39
K05236,2802,3336,3056,2954,3119,3213
K01803,2033,2416,2150,1929,1839,2072
K15032,1057,1287,1313,425,607,432
K03094,1637,1897,1878,1880,1857,1977
K02540,75,99,151,95,69,62
K08242,2363,2735,2228,2034,2116,2240
K10768,364,376,421,265,247,284
K02261,8,20,25,20,16,15
K19626,5,6,3,0,1,2
K14566,236,288,343,196,221,256
K18953,1211,1420,1316,926,893,933
K00748,126,168,158,46,74,61
K19040,1727,2203,1629,2176,2248,2743
K20100,612,762,785,655,520,595
K22644,0,2,1,3,0,1
K17508,1326,1735,1424,2417,2403,3013
K02997,5957,7631,7175,7156,6599,7534
K10745,362,398,418,179,234,222
K01736,5261,6733,5546,10246,9284,11726
K00857,911,1225,1284,1245,1154,1385
K09705,21,28,20,146,95,189
K10869,17,30,15,69,45,42
K03714,1284,1779,1274,2050,2059,2342
K22803,103,157,164,282,267,287
K22803,117,134,152,274,271,273
K07874,3538,4313,3658,4195,4308,5066
K15188,431,486,537,354,388,426
K15188,393,463,436,270,292,330
K07904,796,789,918,544,704,656
K09569,673,855,790,650,622,765
K09569,682,823,827,646,624,773
K12878,41,59,64,63,51,82
K12878,42,53,53,54,58,66
K12878,45,54,46,57,70,78
K12878,42,54,52,66,60,67
K12878,53,66,56,50,67,78
K12878,49,58,56,45,52,74
K12878,44,62,51,72,64,60
K12878,45,63,58,41,66,73
K00705,1097,1309,1466,806,1124,988
K07342,854,1156,1183,1273,1271,1647
K11251,618,607,739,442,339,378
K08360,1901,2249,2239,1881,1853,1883
K08360,2000,2318,2283,1921,1823,1918
K04936,49,55,73,12,15,16
K01609,605,1046,840,1238,1184,1441
K10848,211,281,283,642,621,734
K03834,120,191,141,173,147,135
K01728,729,959,955,326,291,241
K17681,253,325,303,390,511,450
K17426,261,247,284,150,187,154
K23051,556,662,607,454,471,544
K01803,15226,18090,18411,7856,7959,8139
K01051,11586,14582,14213,8864,8143,8363
K13293,0,0,0,0,0,0
K00232,467,471,421,1350,1388,1659
K15326,52,55,57,41,54,56
K15326,35,39,64,56,48,56
K00817,391,458,484,419,382,365
K05282,64,76,52,19,45,43
K01601,57,102,77,93,124,42
K22920,359,504,486,574,501,612
K01597,185,223,232,236,256,250
K01597,217,209,232,243,218,273
K23460,280,337,304,454,479,544
K06671,111,139,165,181,155,205
K06671,122,158,142,185,163,194
K10436,357,449,491,344,357,353
K10436,409,472,457,354,361,361
K01254,2760,3337,2828,3060,2878,3148
K01892,363,454,444,230,255,230
K03108,666,850,816,732,647,707
K20854,442,576,511,511,558,603
K22755,491,581,584,349,396,407
K22755,503,565,590,372,417,432
K13065,199,281,184,139,168,146
K12188,268,337,289,252,299,321
K12891,653,834,779,724,716,778
K12891,647,867,753,691,741,824
K13545,64,103,80,80,107,102
K01728,198,232,211,330,308,341
K02996,1441,1827,1671,981,984,1034
K09716,247,293,338,309,415,409
K00472,1552,1908,1695,1728,2039,2358
K14402,200,204,204,184,165,179
K03250,2620,3236,3201,3146,3147,3266
K03352,139,174,151,212,211,225
K02870,11530,13890,13623,13414,12976,14127
K08956,1808,2219,1876,3367,3650,4045
K08869,801,970,878,1908,1855,1971
K19998,969,1127,1035,1026,1068,1161
K14560,178,199,258,138,139,157
K10908,496,612,612,682,651,623
K11418,138,149,114,285,318,397
K05285,217,247,220,281,306,278
K14442,468,591,543,426,468,479
K14442,439,568,495,437,456,453
K19600,2952,4019,3201,2400,2712,2912
K11672,234,352,307,215,235,216
K18327,144,134,167,99,120,110
K03093,205,296,247,778,929,1155
K09919,380,469,501,340,377,406
K11251,335,356,479,240,250,220
K02212,32,51,78,84,61,56
K12837,48,43,58,44,32,55
K13412,4698,5965,5116,9208,9338,11275
K03232,15,19,17,13,6,5
K22384,484,654,587,587,583,691
K03231,238,403,375,205,212,235
K01934,90,129,113,97,107,148
K00696,539,643,578,1328,1331,1611
K00696,588,652,605,1325,1378,1631
K00688,1061,1393,1213,1274,1146,1177
K15639,449,553,415,368,320,348
K02884,1096,1295,1273,1021,1046,1208
K09422,10,16,10,3,5,4
K09422,13,9,13,9,11,8
K09422,13,9,13,4,7,6
K09422,9,9,13,5,10,6
K09422,14,13,20,4,8,6
K09422,2798,3994,2860,2883,3417,3515
K01653,510,640,650,873,833,840
K01653,566,708,720,889,832,840
K20294,292,395,318,507,461,560
K20294,295,371,343,504,512,510
K04565,2411,3092,2565,3572,3141,4179
K11644,1154,1401,1114,1397,1692,1839
K02942,2851,3884,3705,3836,3447,3968
K13617,395,486,436,860,773,785
K15029,1389,1803,1635,1932,1969,2287
K15029,1473,1740,1556,1989,1954,2260
K10632,83,104,94,162,203,211
K10632,56,92,64,120,153,154
K10632,348,492,420,2662,2436,3086
K13448,3,1,1,8,5,12
K13448,4,1,3,9,10,18
K18195,2,5,1,4,1,1
K18195,4,2,2,3,0,2
K18195,4,8,2,2,0,2
K14863,211,246,330,126,178,130
K00422,0,0,1,0,0,0
K00422,0,1,0,0,2,0
K00422,0,0,1,1,1,0
K00422,1,0,0,0,2,1
K00422,0,0,2,2,0,0
K00422,0,0,0,0,0,0
K00422,0,0,1,0,0,0
K00422,5,7,1,2,1,2
K00422,1,1,1,3,0,0
K00422,12,18,11,9,9,17
K00422,0,0,0,3,0,0
K20989,329,472,355,180,195,202
K20989,307,425,306,214,207,162
K20989,73,101,89,61,66,70
K20989,94,117,78,77,57,79
K20989,119,137,115,116,152,109
K05280,30,40,58,30,26,41
K05280,4,0,0,0,1,1
K14638,44,58,49,59,57,71
K14638,45,74,61,80,54,81
K14638,55,61,60,52,47,57
K14638,60,74,54,50,57,55
K14638,267,321,332,384,476,524
K08238,2377,3019,2438,1125,1316,1096
K08238,1188,1428,1212,465,519,560
K22683,8,8,2,2,3,2
K01739,1084,1292,1196,779,702,756
K03231,7573,9064,7982,7314,6213,7526
K10408,6,5,19,6,8,7
K06677,62,44,82,64,55,32
K16474,100,141,102,79,94,67
K24729,90,109,116,39,44,47
K14492,6799,8871,7750,5077,5806,6057
K13523,957,1326,1073,886,868,1046
K13523,960,1377,1068,910,937,1080
K15429,148,222,152,161,167,164
K01113,33,42,63,22,33,21
K01113,45,46,49,23,40,25
K01113,46,52,58,32,43,36
K01113,37,53,48,33,45,26
K02138,3975,4659,4391,4052,4145,4893
K17302,1546,1969,1842,1678,1748,1731
K17302,1636,1917,1792,1704,1847,1688
K14317,353,486,427,257,323,260
K20179,253,271,236,266,308,289
K20179,289,305,268,285,313,332
K01246,1549,1794,1587,1051,1068,1023
K15168,357,416,384,347,426,427
K15168,351,465,386,320,401,425
K13993,3,3,1,16,28,17
K17780,456,444,563,402,451,497
K07447,123,124,108,133,105,147
K15196,184,262,251,237,262,295
K03955,987,1285,1138,1160,1170,1246
K15338,191,262,234,491,578,689
K08853,1073,1444,1184,1587,1601,1809
K03327,531,683,664,1654,1715,2259
K11801,981,1122,1034,950,1005,1119
K22848,230,239,269,315,304,322
K08658,2,11,5,4,4,10
K00559,3799,4950,4399,3592,2982,3309
K22683,1,3,0,0,0,0
K00844,2893,3808,3035,2548,2651,2682
K01834,34,45,37,18,33,17
K01834,1019,1360,1301,820,802,798
K12386,655,843,837,698,667,706
K02262,1,2,8,5,1,6
K03671,325,365,335,332,330,341
K16484,58,57,72,54,56,30
K20471,2495,3128,2842,2438,2426,2625
K17479,1993,2920,2495,2188,2327,2720
K03671,5356,6978,6085,10802,11117,12617
K21444,838,978,920,527,588,544
K21444,839,931,830,555,626,498
K02372,317,376,465,305,262,277
K20867,2068,2583,2296,1994,1985,2200
K01555,7014,8743,7516,7593,9191,9902
K09422,1563,2020,1648,1282,1445,1477
K08269,237,233,247,255,215,235
K08269,222,298,232,239,225,250
K22683,21,51,23,15,12,22
K03327,484,620,443,425,557,474
K11644,0,0,0,0,0,0
K15502,5,2,7,6,7,8
K15334,344,406,348,316,319,264
K03098,3834,5138,4059,3910,4357,4943
K19513,1015,1213,1134,1227,1207,1452
K01431,217,305,266,446,369,541
K07583,308,314,435,194,277,286
K13511,441,515,541,271,313,341
K02256,34,50,87,53,48,42
K01918,59,127,98,233,236,270
K01918,73,116,101,244,228,270
K01918,67,116,111,220,222,252
K10365,799,1066,912,1132,1037,1355
K15275,1005,1198,988,1474,1495,1756
K15601,678,830,722,451,511,573
K15601,645,823,681,456,598,581
K14773,74,97,76,70,63,54
K14773,88,119,89,113,71,61
K03514,396,463,436,283,286,277
K16250,250,308,268,551,514,588
K00565,239,272,244,240,239,290
K00430,109,137,80,58,33,27
K02437,3782,4173,4331,3560,3936,4380
K02113,3526,4197,3956,3070,3623,3752
K10743,26,36,55,41,54,34
K00522,619,853,750,474,548,598
K03541,17259,20666,19167,15761,15885,19066
K11420,490,631,494,434,486,560
K11420,518,601,535,516,486,565
K06950,21,22,36,37,30,35
K06950,21,22,21,26,34,45
K09422,357,433,417,306,295,237
K03613,0,0,0,0,0,0
K03135,204,322,264,258,299,311
K11462,174,229,229,118,107,92
K04798,398,400,459,278,254,307
K18270,312,379,430,347,315,286
K03798,455,633,590,479,415,403
K07767,609,748,709,674,637,666
K11294,484,549,593,432,450,417
K00654,726,764,829,908,970,925
K23678,102,126,129,231,262,295
K23678,43,71,83,118,117,154
K15262,45,58,46,27,22,32
K15262,44,35,67,49,30,31
K15262,51,47,55,25,26,30
K15262,41,47,58,35,26,28
K18368,433,625,500,643,632,745
K20302,796,971,990,794,763,888
K08505,451,536,547,496,542,675
K08505,131,146,153,162,134,159
K09613,408,501,469,372,387,367
K09613,431,493,457,383,328,386
K00166,269,314,281,190,176,216
K06442,49,41,57,27,25,19
K15718,341,329,312,175,186,175
K00430,1688,2259,2051,1764,1918,2113
K10632,278,359,324,465,493,551
K10592,0,0,0,0,0,1
K05991,12,14,13,13,8,19
K00991,429,471,458,444,476,478
K20826,256,347,284,300,264,328
K20826,245,393,327,308,311,321
K08848,136,169,133,69,56,79
K02942,4153,5493,5305,4813,4528,4935
K02871,2082,2525,2423,2221,2286,2553
K02146,1633,1931,1584,1862,1662,2073
K01147,189,228,223,155,158,155
K01147,190,227,220,166,141,161
K18643,225,298,246,308,251,277
K18643,237,289,249,294,249,249
K18643,252,316,249,268,257,257
K18643,234,285,241,306,256,282
K03265,1951,2286,2169,2434,2587,2814
K15032,289,326,326,270,243,280
K23327,84,113,118,114,115,135
K23327,91,102,91,127,127,125
K23327,89,97,97,128,104,118
K23327,49,53,46,73,53,69
K13366,1521,1660,1708,1427,1595,1461
K02918,424,506,534,335,336,361
K02152,4431,5466,4762,5437,4734,6553
K15430,161,213,234,128,128,146
K15430,83,100,129,73,72,82
K04506,69,88,86,59,62,64
K04506,78,91,80,59,71,79
K10590,39,64,41,21,36,27
K10590,42,59,56,24,28,35
K10590,32,48,56,16,35,29
K12951,345,483,466,433,387,465
K12951,361,482,509,447,475,397
K14638,7,21,26,18,28,11
K11593,2,1,1,13,12,17
K11593,2,1,1,12,10,19
K11593,1,3,1,17,10,21
K11593,7,9,9,3,0,6
K08739,236,305,365,218,203,164
K08739,249,302,347,217,186,174
K03182,0,0,4,2,0,1
K09422,75,112,118,16,22,10
K18667,197,248,222,155,147,161
K18667,173,233,220,120,144,139
K11375,222,213,268,240,225,251
K13299,153,184,153,482,380,483
K09517,951,1142,1082,667,869,842
K02865,8664,12624,10691,10786,9390,10881
K06052,227,278,196,277,237,319
K01535,1332,1354,945,890,904,1017
K01535,1728,1847,1200,1270,1203,1646
K01535,408,392,230,259,299,409
K11253,100,103,216,49,53,37
K06133,56,94,79,45,60,64
K02969,38,48,58,85,77,110
K14849,162,217,200,227,208,213
K14849,149,193,181,204,178,174
K13210,2286,2771,2725,1816,1747,1663
K01358,689,877,801,906,835,974
K20222,3033,3642,3476,3921,4212,4393
K22696,1190,1355,1292,863,910,902
K22696,1226,1441,1232,853,893,853
K08910,12922,16070,14939,12147,11601,12213
K02895,2039,2303,2486,1920,2096,2169
K02865,9380,15401,11653,12174,10199,11853
K05754,112,143,156,163,163,138
K15281,84,114,80,271,314,323
K15281,80,87,68,291,323,382
K03939,967,1115,1056,913,888,1037
K08232,468,553,530,769,778,946
K12823,210,280,220,273,271,319
K12823,211,274,258,259,283,319
K12823,202,257,245,284,270,288
K03439,135,172,181,100,113,110
K01061,413,560,503,535,423,539
K02209,40,55,57,67,66,57
K02324,165,180,200,237,216,234
K17260,308,263,275,275,220,258
K20855,1203,1457,1114,1302,1475,1620
K10737,182,169,218,182,182,192
K00344,974,1058,987,918,943,1094
K20989,22,33,35,55,19,33
K20288,1430,1837,1671,1812,2109,2089
K03553,169,190,219,116,121,110
K02730,1467,1809,1785,2021,1881,1837
K07390,847,993,968,796,719,849
K22145,683,831,722,949,913,1107
K02365,140,173,211,232,202,184
K01214,401,561,555,364,372,310
K01214,335,486,496,348,333,304
K03671,712,844,871,911,818,1027
K00799,405,504,389,336,319,377
K20456,1644,1942,1601,1470,1432,1708
K14638,0,0,0,0,1,0
K14638,0,0,0,0,0,0
K14638,0,0,0,0,0,0
K12898,121,148,135,100,110,73
K12898,111,131,130,82,93,96
K12898,109,125,150,88,111,96
K02149,2502,2907,2575,2624,2732,3065
K21437,1356,1692,1302,1548,1670,1729
K15333,442,511,504,383,420,411
K07937,1365,1624,1578,1929,1815,1932
K00895,2070,2335,2404,1170,1169,1056
K19525,2065,2279,1945,2318,2685,2878
K03798,4161,5014,4180,7273,7317,8288
K12619,524,598,623,977,900,973
K20553,552,615,615,959,931,983
K14398,1305,1673,1377,1405,1561,1528
K13719,695,770,698,706,646,693
K00162,3504,4448,3708,4117,3812,4456
K01673,170,207,173,117,93,132
K03754,374,411,440,375,375,476
K03754,384,463,486,442,416,437
K03695,547,628,576,4325,4981,5795
K03138,935,1093,1125,1461,1429,1670
K01214,553,614,593,300,291,247
K03627,205,265,285,3433,3455,4249
K22856,1185,1424,1437,1867,1956,2272
K11253,1105,1422,1401,2354,2090,2299
